"Notes"	"Five-Year Age Groups"	"Five-Year Age Groups Code"	"Gender"	"Gender Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate
	"25-29 years"	"25-29"	"Male"	"M"	"2009"	"2009"	14571	10611357	137.3
	"25-29 years"	"25-29"	"Male"	"M"	"2010"	"2010"	14429	10635591	135.7
	"25-29 years"	"25-29"	"Male"	"M"	"2011"	"2011"	14692	10761515	136.5
	"25-29 years"	"25-29"	"Male"	"M"	"2012"	"2012"	14951	10844886	137.9
	"25-29 years"	"25-29"	"Male"	"M"	"2013"	"2013"	15023	10959879	137.1
	"25-29 years"	"25-29"	"Male"	"M"	"2014"	"2014"	15619	11161389	139.9
	"25-29 years"	"25-29"	"Male"	"M"	"2015"	"2015"	17173	11409399	150.5
	"25-29 years"	"25-29"	"Male"	"M"	"2016"	"2016"	19511	11631474	167.7
	"25-29 years"	"25-29"	"Male"	"M"	"2017"	"2017"	20385	11902230	171.3
	"25-29 years"	"25-29"	"Male"	"M"	"2018"	"2018"	19629	12018838	163.3
	"25-29 years"	"25-29"	"Male"	"M"	"2019"	"2019"	19442	12004570	162.0
	"25-29 years"	"25-29"	"Male"	"M"	"2020 "	"2020"	23554	11875126	198.3
"Total"	"25-29 years"	"25-29"	"Male"	"M"			346227	234285878	147.8
"Total"	"25-29 years"	"25-29"					482530	462887053	104.2
	"30-34 years"	"30-34"	"Female"	"F"	"1999"	"1999"	7629	10249123	74.4
	"30-34 years"	"30-34"	"Female"	"F"	"2000"	"2000"	7499	10188619	73.6
	"30-34 years"	"30-34"	"Female"	"F"	"2001"	"2001"	7721	10263930	75.2
	"30-34 years"	"30-34"	"Female"	"F"	"2002"	"2002"	7614	10270193	74.1
	"30-34 years"	"30-34"	"Female"	"F"	"2003"	"2003"	7491	10193818	73.5
	"30-34 years"	"30-34"	"Female"	"F"	"2004"	"2004"	7292	10041145	72.6
	"30-34 years"	"30-34"	"Female"	"F"	"2005"	"2005"	7316	9835154	74.4
	"30-34 years"	"30-34"	"Female"	"F"	"2006"	"2006"	7048	9611918	73.3
